order_id,order_volume,warehouse_processing_time,shipment_distance,traffic_conditions,weather_indicator,delivery_partner_rating,historical_delivery_performance,day_of_week,is_peak_season,priority,delivery_status
ORD000756,30,4.1,708.29,Medium,0.16,2.56,0.16,Wed,0,Standard,Delayed
ORD000757,45,3.52,1780.0,Medium,4.74,4.66,0.92,Mon,0,Express,At Risk
ORD000758,5,1.64,793.14,Low,0.02,2.74,0.22,Mon,0,Standard,At Risk
ORD000759,33,3.81,1436.73,High,7.38,4.95,0.59,Thu,0,Standard,At Risk
ORD000760,1,6.28,1879.43,Low,5.66,4.63,0.97,Sun,1,Standard,Delayed
ORD000761,18,2.48,1304.05,Medium,1.1,3.9,0.08,Sun,0,Prime,Delayed
ORD000762,32,0.54,829.91,Medium,8.13,3.11,0.81,Sat,0,Express,At Risk
ORD000763,47,5.51,1136.96,Medium,5.36,2.72,0.6,Sat,0,Prime,Delayed
ORD000764,49,7.79,1089.17,Low,1.14,4.18,0.32,Fri,0,Standard,Delayed
ORD000765,11,5.05,1171.72,Medium,1.6,3.0,0.36,Thu,0,Standard,Delayed
ORD000766,21,1.4,297.91,Low,8.22,4.33,0.03,Sat,0,Standard,On-Time
ORD000767,26,2.91,1398.53,Medium,3.55,4.58,0.26,Sat,1,Express,Delayed
ORD000768,25,7.01,294.36,Medium,8.21,4.97,0.42,Tue,0,Express,At Risk
ORD000769,22,2.24,34.16,High,0.7,3.76,0.72,Fri,0,Standard,At Risk
ORD000770,27,5.06,1251.44,High,2.44,4.94,0.27,Tue,0,Express,Delayed
ORD000771,49,3.52,238.24,Medium,7.65,2.87,0.58,Sat,0,Standard,At Risk
ORD000772,13,2.06,1541.97,High,6.42,4.59,0.73,Wed,0,Express,At Risk
ORD000773,33,6.6,1732.6,Low,3.07,3.4,0.7,Fri,1,Prime,Delayed
ORD000774,34,6.07,1889.75,High,9.36,3.41,0.59,Sun,0,Standard,Delayed
ORD000775,41,5.46,1330.63,Low,2.11,3.17,0.58,Mon,0,Express,Delayed
ORD000776,35,2.27,966.62,Medium,8.5,2.93,0.72,Sun,0,Express,At Risk
ORD000777,1,1.23,707.8,Low,6.96,3.61,0.34,Wed,0,Prime,On-Time
ORD000778,21,4.82,984.4,High,1.21,4.97,0.45,Sun,0,Standard,Delayed
ORD000779,48,4.65,384.75,Medium,5.55,3.32,0.97,Wed,0,Standard,At Risk
ORD000780,6,1.91,700.1,Medium,9.3,3.65,0.67,Tue,1,Standard,At Risk
ORD000781,28,0.92,1437.27,High,6.19,3.07,0.52,Thu,0,Standard,Delayed
ORD000782,17,1.11,438.76,Medium,5.29,3.34,0.58,Sat,0,Standard,At Risk
ORD000783,5,7.95,531.81,Medium,3.66,2.64,0.1,Tue,1,Standard,Delayed
ORD000784,31,6.38,1499.91,Low,7.89,4.89,0.59,Wed,0,Standard,At Risk
ORD000785,5,7.41,359.78,High,9.13,3.77,0.84,Fri,0,Express,At Risk
ORD000786,38,1.96,495.55,High,7.53,4.33,0.52,Mon,1,Prime,On-Time
ORD000787,3,7.7,40.01,High,7.25,3.78,0.18,Wed,0,Standard,At Risk
ORD000788,23,1.57,1441.5,Low,1.92,4.43,0.45,Sun,0,Prime,At Risk
ORD000789,37,4.32,1237.72,Low,8.34,3.84,0.28,Thu,0,Standard,At Risk
ORD000790,37,6.72,1390.3,Medium,0.41,4.25,0.36,Sat,0,Standard,Delayed
ORD000791,10,3.12,432.58,Medium,7.57,4.21,0.23,Sun,1,Prime,On-Time
ORD000792,10,3.69,1376.32,Medium,2.11,3.83,0.33,Thu,0,Prime,At Risk
ORD000793,19,1.46,1194.77,Medium,4.87,3.08,0.82,Sat,1,Express,Delayed
ORD000794,17,1.42,735.42,High,6.95,3.03,0.76,Sat,1,Prime,At Risk
ORD000795,21,5.15,878.46,High,7.59,4.69,0.49,Sun,0,Standard,Delayed
ORD000796,14,5.57,1138.0,Low,8.88,2.8,0.78,Fri,1,Standard,Delayed
ORD000797,9,6.33,989.12,Low,2.83,3.9,0.98,Thu,0,Prime,At Risk
ORD000798,46,4.68,1285.45,Low,2.24,3.76,0.41,Fri,0,Standard,At Risk
ORD000799,1,5.34,366.05,Medium,9.96,4.5,0.98,Thu,0,Prime,On-Time
ORD000800,45,0.6,1083.72,Medium,2.08,2.84,0.25,Sun,1,Standard,Delayed
ORD000801,13,1.72,903.31,Medium,6.65,4.22,0.95,Tue,0,Express,On-Time
ORD000802,4,7.89,924.74,High,9.53,4.01,0.86,Sat,1,Prime,At Risk
ORD000803,1,1.07,941.42,Medium,8.97,4.25,0.2,Mon,0,Prime,On-Time
ORD000804,49,5.59,1763.54,Medium,4.43,4.05,0.35,Sat,0,Prime,Delayed
ORD000805,40,1.82,1638.16,Medium,6.38,3.91,0.71,Mon,0,Standard,At Risk
ORD000806,32,5.88,1260.99,Medium,5.29,4.82,0.19,Wed,0,Express,Delayed
ORD000807,34,5.79,1434.39,Medium,3.47,3.37,0.59,Wed,1,Prime,Delayed
ORD000808,28,2.26,90.39,High,1.44,2.96,0.53,Tue,1,Standard,Delayed
ORD000809,31,2.52,1489.26,Medium,8.03,4.49,0.29,Sun,1,Express,Delayed
ORD000810,8,5.41,974.9,High,0.9,2.82,0.3,Sun,0,Standard,On-Time
ORD000811,39,3.43,638.91,Medium,6.1,4.2,0.52,Sat,1,Standard,At Risk
ORD000812,26,1.96,283.86,Low,5.94,3.87,0.3,Tue,0,Standard,On-Time
ORD000813,34,5.99,155.04,High,3.35,2.5,0.18,Mon,0,Standard,On-Time
ORD000814,3,1.66,94.55,Medium,1.35,3.1,0.77,Wed,0,Express,At Risk
ORD000815,12,6.92,327.78,Medium,8.0,3.74,0.58,Wed,0,Prime,On-Time
ORD000816,1,4.36,65.14,Medium,4.62,3.32,0.44,Sat,0,Express,At Risk
ORD000817,44,1.29,1466.62,Medium,7.25,3.57,0.18,Sun,0,Standard,At Risk
ORD000818,5,5.71,500.99,Medium,0.16,4.0,0.59,Mon,1,Standard,Delayed
ORD000819,30,4.39,740.64,High,0.75,4.33,0.63,Fri,0,Prime,On-Time
ORD000820,30,2.74,1646.32,High,1.76,2.88,0.48,Tue,0,Standard,Delayed
ORD000821,17,3.67,233.74,Medium,1.14,3.21,0.37,Wed,0,Express,At Risk
ORD000822,48,2.74,1672.01,Medium,1.92,4.09,0.87,Mon,1,Standard,Delayed
ORD000823,47,2.47,1280.88,High,6.86,3.97,0.7,Sun,0,Prime,At Risk
ORD000824,23,1.73,687.35,Medium,0.47,4.34,0.36,Tue,1,Standard,At Risk
ORD000825,15,3.22,240.03,Medium,0.38,4.1,0.59,Sat,0,Standard,At Risk
ORD000826,37,2.38,187.53,Low,0.32,3.33,0.23,Sun,0,Standard,At Risk
ORD000827,21,5.63,674.35,Medium,6.98,3.75,0.01,Mon,1,Prime,At Risk
ORD000828,14,5.63,284.98,Low,5.36,4.71,0.87,Sat,0,Prime,On-Time
ORD000829,2,4.26,539.08,Low,3.7,2.97,0.82,Sun,1,Standard,At Risk
ORD000830,11,6.33,110.65,High,6.76,3.44,0.64,Sun,1,Standard,Delayed
ORD000831,39,6.81,1192.04,Medium,5.54,4.6,0.81,Fri,0,Prime,At Risk
ORD000832,38,4.85,294.83,High,0.07,3.41,0.78,Sat,0,Prime,At Risk
ORD000833,34,5.14,1514.68,Medium,8.39,3.53,0.86,Thu,0,Standard,At Risk
ORD000834,38,2.62,440.26,Medium,3.5,3.3,0.89,Wed,1,Express,At Risk
ORD000835,34,7.21,1596.96,Low,4.0,4.75,0.82,Sat,0,Prime,At Risk
ORD000836,18,0.68,383.81,High,7.82,4.16,0.85,Sat,1,Express,At Risk
ORD000837,30,3.11,1444.13,Low,1.87,3.02,0.5,Tue,0,Express,Delayed
ORD000838,15,5.91,669.48,Medium,0.1,4.37,0.71,Sun,0,Standard,Delayed
ORD000839,27,1.1,1168.32,Low,9.09,2.6,0.33,Sun,0,Express,Delayed
ORD000840,34,1.87,82.13,Low,5.05,3.49,0.86,Mon,0,Prime,On-Time
ORD000841,38,4.92,993.01,Low,3.5,4.77,0.86,Mon,0,Express,On-Time
ORD000842,33,4.7,301.63,Medium,8.19,4.22,0.07,Tue,0,Express,On-Time
ORD000843,24,6.04,975.21,High,0.26,4.48,0.35,Wed,1,Standard,Delayed
ORD000844,15,6.59,287.01,Medium,2.02,4.83,0.17,Sat,0,Prime,At Risk
ORD000845,30,1.46,876.99,Medium,1.55,4.44,0.14,Wed,0,Standard,At Risk
ORD000846,42,0.64,225.69,High,7.38,2.72,0.41,Sun,0,Express,At Risk
ORD000847,17,5.67,443.8,Medium,3.12,3.08,0.63,Sat,1,Standard,Delayed
ORD000848,5,2.76,1192.18,High,7.73,3.75,0.34,Mon,1,Standard,Delayed
ORD000849,29,5.19,1953.44,Medium,0.41,2.53,0.31,Wed,0,Express,Delayed
ORD000850,4,1.63,901.12,High,6.08,4.06,0.09,Sat,0,Express,At Risk
ORD000851,10,4.02,1375.91,Medium,3.18,4.14,0.38,Thu,0,Standard,At Risk
ORD000852,17,4.28,1081.15,Low,1.87,4.24,0.47,Fri,0,Prime,At Risk
ORD000853,10,4.89,999.22,Low,8.17,3.89,0.4,Fri,0,Standard,On-Time
ORD000854,17,4.35,134.08,Low,4.12,3.63,0.68,Thu,1,Standard,On-Time
ORD000855,20,4.22,292.87,Medium,5.72,4.64,0.29,Wed,0,Standard,On-Time
ORD000856,24,3.0,1766.7,High,0.33,4.42,0.72,Sat,1,Standard,Delayed
ORD000857,5,1.03,823.28,Medium,7.92,4.03,0.88,Mon,1,Express,On-Time
ORD000858,34,1.17,1230.59,High,2.87,2.62,0.59,Wed,0,Standard,Delayed
ORD000859,6,3.75,1058.83,Medium,6.93,4.23,0.39,Tue,0,Standard,At Risk
ORD000860,2,3.17,760.87,Medium,7.6,3.9,0.18,Sun,0,Standard,At Risk
ORD000861,13,4.37,778.69,Low,1.17,4.23,0.93,Tue,1,Standard,At Risk
ORD000862,43,2.79,1113.15,Medium,2.96,3.28,0.75,Sun,0,Standard,On-Time
ORD000863,43,5.66,286.58,Medium,7.23,4.44,0.25,Wed,0,Standard,At Risk
ORD000864,48,6.98,777.58,High,2.32,3.54,0.15,Thu,0,Express,Delayed
ORD000865,11,2.74,896.72,Medium,8.48,4.74,0.05,Tue,1,Standard,At Risk
ORD000866,47,1.95,1970.33,Medium,3.12,2.76,0.19,Sun,0,Standard,Delayed
ORD000867,23,1.37,706.15,Low,4.02,3.71,0.73,Sat,1,Express,At Risk
ORD000868,16,5.12,1290.93,Medium,1.0,3.01,0.63,Fri,1,Prime,Delayed
ORD000869,31,3.83,279.14,High,1.48,3.63,0.97,Mon,0,Standard,At Risk
ORD000870,11,1.91,135.64,Medium,2.75,3.38,0.32,Thu,0,Standard,At Risk
ORD000871,16,5.4,1743.73,Low,0.49,4.51,0.79,Sun,1,Standard,Delayed
ORD000872,8,1.61,1462.82,Medium,1.93,2.92,0.12,Tue,0,Standard,Delayed
ORD000873,4,4.66,638.41,Medium,4.09,4.0,0.56,Mon,0,Standard,At Risk
ORD000874,40,4.45,1011.63,Medium,3.8,3.52,0.47,Sat,1,Standard,Delayed
ORD000875,4,6.01,275.81,Medium,1.99,3.8,0.84,Fri,1,Express,At Risk
ORD000876,25,0.91,1415.78,High,0.8,4.29,0.7,Tue,1,Standard,Delayed
ORD000877,3,7.16,145.31,Medium,3.18,3.39,0.19,Tue,1,Standard,Delayed
ORD000878,32,5.77,1515.28,Low,7.45,3.42,0.98,Mon,0,Express,Delayed
ORD000879,3,2.12,1095.94,Medium,5.1,2.69,0.82,Mon,0,Express,Delayed
ORD000880,27,1.88,561.31,Medium,9.47,3.88,0.35,Wed,0,Standard,On-Time
ORD000881,29,3.74,1725.84,High,1.4,3.54,0.83,Tue,1,Standard,Delayed
ORD000882,32,6.63,1972.21,Medium,2.07,4.53,0.96,Sun,0,Standard,Delayed
ORD000883,19,6.82,512.43,Low,2.8,3.6,0.89,Fri,0,Standard,At Risk
ORD000884,21,4.4,1613.46,Low,0.13,4.93,0.56,Mon,0,Standard,At Risk
ORD000885,5,6.96,1501.58,Low,9.43,2.93,0.58,Thu,1,Standard,Delayed
ORD000886,18,0.54,1495.64,High,4.45,3.17,0.11,Tue,0,Express,Delayed
ORD000887,28,0.76,1914.69,Medium,4.82,3.48,0.16,Thu,0,Prime,Delayed
ORD000888,42,7.34,975.8,High,1.58,2.93,0.98,Tue,0,Standard,Delayed
ORD000889,22,6.31,1349.97,Medium,8.73,4.93,0.77,Mon,0,Standard,At Risk
ORD000890,21,3.88,1648.64,Medium,6.93,4.1,0.03,Wed,1,Standard,At Risk
ORD000891,6,6.15,961.68,High,4.31,2.53,0.55,Tue,0,Standard,Delayed
ORD000892,1,7.67,965.46,Medium,8.78,3.95,0.35,Sat,0,Express,At Risk
ORD000893,5,6.29,640.72,Low,9.05,4.45,0.31,Sun,0,Prime,At Risk
ORD000894,41,6.82,1562.75,Medium,0.49,2.63,0.56,Mon,0,Prime,Delayed
ORD000895,12,6.2,1373.96,Low,1.19,3.94,0.32,Mon,0,Express,Delayed
ORD000896,26,1.76,905.02,High,0.28,3.44,0.25,Mon,1,Standard,Delayed
ORD000897,46,6.75,841.58,High,5.82,3.95,0.94,Thu,0,Express,At Risk
ORD000898,34,1.96,149.82,High,2.18,3.13,0.04,Mon,0,Express,Delayed
ORD000899,49,7.19,17.97,High,8.45,4.17,0.44,Sun,0,Standard,At Risk
ORD000900,14,3.94,1060.14,Medium,4.66,4.18,0.51,Thu,1,Express,Delayed
ORD000901,26,5.58,837.9,Medium,8.38,3.85,0.44,Fri,0,Express,On-Time
ORD000902,45,4.23,1593.09,Low,5.56,4.81,0.66,Sat,0,Express,At Risk
ORD000903,27,1.2,1087.59,Medium,7.96,4.77,0.03,Sat,0,Standard,At Risk
ORD000904,9,2.68,1873.73,Low,3.72,2.62,0.88,Sat,0,Prime,At Risk
ORD000905,26,7.88,396.3,High,9.45,3.22,0.5,Wed,0,Standard,Delayed
ORD000906,47,7.71,1980.35,High,6.67,3.41,0.55,Sun,0,Standard,Delayed
ORD000907,22,2.9,599.35,Low,5.95,2.64,0.46,Sat,0,Standard,At Risk
ORD000908,47,7.97,1286.64,Low,3.52,3.81,0.44,Mon,0,Standard,Delayed
ORD000909,30,6.84,1006.2,Medium,9.37,2.56,0.19,Fri,0,Standard,Delayed
ORD000910,43,5.08,722.35,Medium,3.38,4.2,0.5,Mon,1,Prime,At Risk
ORD000911,48,0.8,282.92,Medium,8.36,2.51,0.42,Fri,0,Standard,At Risk
ORD000912,17,7.26,273.99,Medium,4.04,2.58,0.47,Sat,0,Standard,Delayed
ORD000913,26,4.68,1424.45,High,7.67,4.58,0.01,Mon,1,Standard,Delayed
ORD000914,36,7.01,758.39,Low,9.12,3.13,0.13,Wed,0,Standard,At Risk
ORD000915,1,6.76,1922.79,Medium,4.66,2.7,0.76,Mon,0,Express,Delayed
ORD000916,8,6.75,654.67,Medium,5.26,3.5,0.42,Thu,1,Standard,Delayed
ORD000917,49,5.74,1967.13,Low,3.3,2.63,0.74,Mon,0,Express,Delayed
ORD000918,35,2.69,414.82,Medium,0.55,4.38,0.17,Tue,0,Express,At Risk
ORD000919,15,3.02,210.11,High,6.52,3.74,0.7,Thu,0,Standard,On-Time
ORD000920,47,2.81,628.58,High,1.2,3.88,0.29,Fri,0,Standard,At Risk
ORD000921,22,0.65,1771.74,Medium,3.54,4.38,0.71,Sat,0,Express,At Risk
ORD000922,14,4.87,1046.09,High,3.49,4.46,0.09,Sat,1,Standard,Delayed
ORD000923,26,5.74,275.62,Low,1.51,2.84,0.33,Mon,0,Standard,Delayed
ORD000924,28,6.9,408.99,High,6.67,3.2,0.12,Sat,0,Prime,Delayed
ORD000925,23,1.55,625.97,Low,1.75,2.94,0.63,Sun,0,Express,Delayed
ORD000926,14,4.58,1182.38,Medium,7.78,2.64,0.39,Sat,0,Standard,Delayed
ORD000927,24,0.56,668.1,Low,2.49,3.84,0.07,Sat,1,Standard,At Risk
ORD000928,2,1.21,1495.37,High,2.87,3.12,0.53,Mon,0,Express,Delayed
ORD000929,45,0.91,1234.51,Low,3.44,2.88,0.02,Mon,0,Standard,Delayed
ORD000930,26,5.94,1748.28,Low,1.53,3.78,0.82,Tue,1,Standard,Delayed
ORD000931,14,1.11,1004.42,Medium,4.34,4.09,0.94,Wed,1,Standard,At Risk
ORD000932,7,5.87,665.7,Low,0.8,4.43,0.81,Wed,0,Prime,At Risk
ORD000933,3,2.37,1992.56,Low,4.27,2.54,0.95,Thu,1,Standard,Delayed
ORD000934,47,7.08,714.49,Medium,3.4,3.82,0.9,Thu,0,Standard,At Risk
ORD000935,23,6.6,860.06,Low,3.38,3.17,0.89,Tue,1,Standard,Delayed
ORD000936,46,7.68,1619.21,Low,6.61,4.98,0.25,Sat,1,Standard,Delayed
ORD000937,43,7.13,181.83,Low,7.69,2.89,0.23,Tue,0,Standard,At Risk
ORD000938,47,7.5,776.05,Low,3.56,3.59,0.81,Tue,0,Prime,On-Time
ORD000939,45,6.94,175.99,Medium,2.62,4.93,0.49,Fri,0,Standard,At Risk
ORD000940,18,5.7,282.92,Medium,4.94,3.03,0.94,Sat,1,Standard,Delayed
ORD000941,38,1.78,14.26,Medium,7.88,4.52,0.9,Sat,0,Standard,On-Time
ORD000942,35,2.54,24.04,Low,6.45,3.11,0.89,Sun,0,Express,On-Time
ORD000943,15,2.1,763.67,Medium,0.38,2.69,0.33,Tue,0,Standard,Delayed
ORD000944,25,5.03,1619.28,Medium,4.8,2.61,0.13,Tue,0,Standard,Delayed
ORD000945,37,4.28,1176.07,Medium,9.91,4.87,0.68,Tue,0,Standard,At Risk
ORD000946,28,7.0,1271.65,Medium,3.53,3.03,0.44,Tue,1,Standard,Delayed
ORD000947,10,7.65,1040.9,Low,4.41,3.23,0.93,Sat,0,Express,Delayed
ORD000948,39,3.54,1640.49,Low,2.87,4.92,0.85,Wed,0,Standard,On-Time
ORD000949,17,4.3,1761.36,Medium,4.98,4.14,0.93,Mon,0,Standard,At Risk
ORD000950,39,7.79,1700.23,Low,1.61,3.72,0.57,Mon,0,Prime,At Risk
ORD000951,22,2.57,1625.2,Medium,2.47,3.59,0.53,Wed,1,Prime,Delayed
ORD000952,26,6.44,369.51,Medium,7.12,2.62,0.85,Tue,0,Express,At Risk
ORD000953,44,2.19,1189.78,High,1.38,4.6,0.51,Sun,1,Standard,Delayed
ORD000954,25,5.61,1166.42,Medium,9.26,4.41,0.9,Sat,0,Standard,Delayed
ORD000955,17,2.4,1058.25,Medium,3.08,2.73,0.03,Fri,1,Prime,Delayed
ORD000956,13,7.13,964.22,Medium,5.75,3.38,0.36,Fri,0,Prime,Delayed
ORD000957,20,4.71,182.9,Low,3.22,4.71,0.83,Thu,0,Standard,On-Time
ORD000958,25,1.89,208.82,Medium,4.78,3.09,0.21,Mon,0,Standard,At Risk
ORD000959,4,2.18,1805.05,Medium,9.04,4.03,0.4,Thu,0,Standard,At Risk
ORD000960,10,4.2,1262.22,Medium,0.69,3.72,0.01,Tue,0,Standard,Delayed
ORD000961,3,7.71,528.32,High,8.56,4.55,0.3,Thu,1,Express,Delayed
ORD000962,41,6.27,562.2,Low,5.58,2.59,0.32,Tue,0,Standard,Delayed
ORD000963,45,4.16,1222.34,Low,6.65,4.54,0.73,Thu,0,Standard,On-Time
ORD000964,18,3.03,816.84,Medium,0.56,2.84,0.68,Wed,0,Standard,Delayed
ORD000965,47,4.62,885.44,Medium,7.61,2.54,0.44,Sat,0,Prime,At Risk
ORD000966,36,6.11,126.0,Low,1.28,3.99,0.73,Tue,1,Express,At Risk
ORD000967,47,6.38,281.78,Medium,9.65,3.15,0.43,Fri,1,Express,Delayed
ORD000968,22,2.93,789.73,Medium,7.99,4.27,0.43,Tue,1,Standard,At Risk
ORD000969,34,5.91,1400.87,Medium,4.93,3.67,0.65,Sun,0,Standard,Delayed
ORD000970,47,5.43,100.81,Low,9.24,4.01,0.72,Sun,0,Express,On-Time
ORD000971,8,7.69,672.44,Medium,1.69,4.22,0.85,Fri,0,Standard,At Risk
ORD000972,40,7.48,1391.67,Medium,9.92,4.82,0.75,Sat,0,Express,Delayed
ORD000973,49,6.42,1585.14,High,7.17,4.56,0.67,Fri,1,Standard,Delayed
ORD000974,44,5.93,384.49,High,0.98,3.74,0.56,Thu,0,Standard,Delayed
ORD000975,19,2.56,1464.32,Medium,5.37,3.6,0.31,Mon,1,Standard,Delayed
ORD000976,42,6.84,1911.05,Medium,7.11,4.14,0.26,Sun,0,Prime,Delayed
ORD000977,41,3.71,1814.09,Medium,6.13,4.33,0.84,Mon,0,Standard,At Risk
ORD000978,37,2.54,1579.81,Low,4.24,2.93,0.72,Mon,0,Prime,At Risk
ORD000979,6,3.38,1426.09,Low,2.48,2.58,0.67,Sun,0,Standard,Delayed
ORD000980,26,6.77,474.1,Low,2.38,3.64,0.26,Fri,0,Standard,At Risk
ORD000981,34,1.61,1269.64,Medium,9.27,2.75,0.97,Mon,0,Express,At Risk
ORD000982,45,3.92,1288.33,Medium,2.35,3.18,0.08,Tue,1,Express,Delayed
ORD000983,6,4.19,816.61,Low,9.62,3.96,0.84,Tue,1,Standard,On-Time
ORD000984,37,0.77,988.57,Medium,2.1,2.88,0.21,Sat,0,Standard,Delayed
ORD000985,33,1.97,1389.59,Medium,3.84,2.57,0.39,Tue,0,Express,Delayed
ORD000986,22,6.7,1904.44,Medium,0.12,3.89,0.43,Sun,0,Standard,Delayed
ORD000987,21,6.73,594.14,Medium,9.03,3.67,0.66,Sun,0,Express,At Risk
ORD000988,6,2.69,496.49,Low,1.04,3.27,0.55,Sat,0,Standard,At Risk
ORD000989,6,7.06,1205.6,Low,3.57,3.67,0.19,Fri,1,Standard,On-Time
ORD000990,48,6.29,265.94,High,8.43,4.21,0.03,Fri,0,Express,At Risk
ORD000991,4,3.63,1167.15,Low,7.92,2.77,0.72,Mon,1,Standard,At Risk
ORD000992,30,6.11,182.26,Medium,8.42,3.14,0.5,Sat,1,Standard,Delayed
ORD000993,11,7.71,983.71,Medium,9.14,4.49,0.36,Thu,1,Standard,At Risk
ORD000994,30,3.94,1242.73,High,9.11,4.18,0.28,Fri,0,Standard,At Risk
ORD000995,31,2.29,144.87,Medium,7.7,3.17,0.82,Wed,0,Prime,On-Time
ORD000996,24,7.56,417.87,Medium,5.82,3.5,0.8,Tue,0,Prime,On-Time
ORD000997,9,5.03,674.07,Medium,5.62,2.8,0.83,Tue,0,Standard,Delayed
ORD000998,3,1.29,740.35,High,0.13,3.13,0.22,Mon,1,Standard,Delayed
ORD000999,31,4.8,1353.83,Medium,7.23,4.6,0.85,Thu,0,Standard,At Risk
ORD001000,40,4.25,1060.4,Low,2.27,3.6,0.99,Tue,0,Prime,At Risk
ORD001001,37,6.92,767.31,Medium,8.29,4.1,0.6,Fri,0,Standard,At Risk
ORD001002,36,4.48,904.1,Medium,5.54,2.9,0.05,Thu,0,Standard,At Risk
ORD001003,24,2.41,30.89,Low,9.87,2.96,0.7,Tue,0,Prime,On-Time
ORD001004,31,5.57,1542.2,Medium,2.1,4.85,0.54,Mon,1,Express,Delayed
ORD001005,6,4.57,86.8,Medium,7.23,4.6,0.71,Mon,0,Standard,On-Time
ORD001006,2,2.25,1659.49,Medium,5.48,4.48,0.19,Mon,0,Express,At Risk
ORD001007,20,4.8,1084.29,Medium,9.32,3.32,0.61,Fri,0,Express,Delayed
ORD001008,28,6.66,1058.0,Medium,2.66,3.91,0.54,Mon,0,Standard,Delayed
ORD001009,11,0.71,1410.63,Medium,0.59,3.73,0.6,Wed,0,Standard,Delayed
ORD001010,4,5.23,1719.82,Medium,5.44,4.89,0.73,Sun,0,Express,Delayed
ORD001011,15,3.12,1885.58,Medium,5.22,3.1,0.54,Fri,0,Prime,Delayed
ORD001012,6,2.7,1089.02,Low,3.12,4.87,0.32,Wed,1,Standard,At Risk
ORD001013,49,3.44,305.56,Low,9.87,4.27,0.31,Mon,0,Standard,On-Time
ORD001014,30,3.07,1757.87,High,0.7,3.53,0.7,Thu,1,Express,Delayed
ORD001015,38,6.74,86.14,High,5.7,3.17,0.66,Fri,1,Standard,Delayed
ORD001016,2,2.56,1615.64,Low,2.6,4.39,0.42,Sun,1,Standard,Delayed
ORD001017,15,6.0,1362.44,Medium,0.02,4.56,0.35,Wed,1,Prime,Delayed
ORD001018,11,1.21,1809.93,High,9.88,3.39,0.62,Fri,1,Standard,Delayed
ORD001019,8,7.64,1795.44,Low,4.82,2.93,0.31,Wed,1,Prime,Delayed
ORD001020,26,5.17,111.04,Medium,8.57,3.73,0.96,Sat,0,Prime,On-Time
ORD001021,45,5.8,1220.85,Low,8.4,3.67,0.6,Sun,0,Express,Delayed
ORD001022,44,2.74,253.72,Medium,8.12,4.31,0.59,Fri,0,Prime,On-Time
ORD001023,5,3.59,161.54,High,4.59,4.93,0.14,Tue,1,Standard,Delayed
ORD001024,6,2.18,899.31,High,8.96,3.83,0.61,Sun,0,Standard,At Risk
ORD001025,26,7.49,199.71,Medium,3.67,4.33,0.29,Sun,1,Standard,Delayed
ORD001026,4,4.16,1457.17,Medium,4.08,3.38,0.45,Wed,0,Prime,Delayed
ORD001027,19,5.23,1938.04,Medium,2.56,4.0,0.54,Wed,1,Standard,Delayed
ORD001028,20,6.01,1141.32,Low,4.48,2.79,0.48,Sun,1,Standard,Delayed
ORD001029,33,3.28,474.16,Low,9.87,4.54,0.81,Fri,0,Express,Delayed
ORD001030,20,5.9,1687.2,High,5.73,3.36,0.1,Sun,1,Standard,Delayed
ORD001031,49,5.57,1706.94,Low,8.31,2.7,0.17,Thu,1,Express,Delayed
ORD001032,12,5.79,1466.91,Medium,2.63,4.98,0.16,Tue,0,Express,Delayed
ORD001033,47,4.17,1232.19,Medium,9.56,4.75,0.82,Sun,1,Prime,At Risk
ORD001034,1,3.37,1736.25,High,0.13,2.99,0.12,Wed,0,Express,Delayed
ORD001035,26,2.17,330.77,Medium,9.3,3.41,0.97,Mon,0,Standard,On-Time
ORD001036,14,6.68,1863.54,Medium,8.98,4.84,0.97,Mon,0,Express,At Risk
ORD001037,38,5.06,1894.67,Medium,0.67,4.49,0.99,Sat,1,Express,Delayed
ORD001038,37,3.83,1744.62,Medium,6.05,4.77,0.98,Fri,1,Express,At Risk
ORD001039,11,7.58,505.07,Medium,7.85,3.91,0.15,Thu,1,Standard,At Risk
ORD001040,36,0.86,1717.07,High,4.04,3.11,0.66,Tue,0,Standard,Delayed
ORD001041,13,6.88,997.79,Medium,0.92,3.07,0.4,Wed,1,Prime,Delayed
ORD001042,43,7.98,1191.89,Medium,8.29,3.81,0.73,Mon,0,Express,At Risk
ORD001043,3,7.15,1682.0,High,4.66,4.81,0.41,Wed,0,Standard,Delayed
ORD001044,33,6.58,64.02,Medium,2.63,4.08,0.38,Sun,0,Express,Delayed
ORD001045,6,3.31,729.07,Low,0.71,2.59,0.9,Mon,0,Express,At Risk
ORD001046,10,2.23,1632.31,Low,6.4,3.9,0.49,Fri,0,Prime,On-Time
ORD001047,5,6.01,1628.84,High,0.42,4.02,0.74,Fri,0,Express,Delayed
ORD001048,23,2.78,1698.13,Medium,7.91,3.95,0.65,Wed,0,Prime,At Risk
ORD001049,10,1.82,342.59,Medium,7.71,4.23,0.66,Fri,0,Prime,On-Time
ORD001050,44,6.4,1413.24,Medium,3.23,3.23,0.35,Tue,0,Standard,Delayed
ORD001051,2,2.84,297.27,Medium,4.72,2.86,0.25,Sat,1,Express,Delayed
ORD001052,13,7.36,1571.27,Medium,6.69,4.38,0.89,Fri,0,Standard,At Risk
ORD001053,40,6.8,494.03,Medium,9.59,2.99,0.02,Tue,0,Standard,At Risk
ORD001054,2,6.86,1476.95,Medium,5.2,2.79,0.17,Fri,1,Prime,Delayed
